,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RP11-318K12.2,11.027599266337804,-3.2010245472551317,0.877137996780131,-3.649396741454265,0.0002628568720739738,0.01772184006551366
AQP1,26.358922602153626,1.9129574673761012,0.5248571473903972,3.6447202384255855,0.00026768282366104246,0.01772184006551366
CNTNAP1,10.832130447342239,2.5526417852890506,0.7005740769220336,3.643642934240532,0.00026880626500027554,0.01772184006551366
APOC1,15.025049449948755,-2.5519599407084765,0.6996136136932789,-3.647670500916373,0.00026462870153564944,0.01772184006551366
HIF3A,280.2712199991787,1.2744755387639548,0.35064504133042684,3.6346600936613997,0.0002783473706444013,0.01815580299825063
FAM20C,27.016211734784587,1.8952276517901336,0.5216973210984707,3.6328107796290725,0.00028035060655948635,0.01815580299825063
SNCG,23.723467395446487,-2.012212413416223,0.5545960337936696,-3.628248834835413,0.0002853501678693043,0.018317478319890956
YARS,26.00971774997021,1.6729662150630686,0.4632197581362481,3.6116037489294537,0.00030430929582090564,0.019364655885368585
RP11-43D2.2,12.182797453763925,-3.278272796675924,0.9125023876317164,-3.592618322001615,0.00032737192429474954,0.020652652948180836
TCAP,12.36745943508881,2.545939732374752,0.7103465675530429,3.58408113541654,0.0003382669313721448,0.021157584647703894
FAT3,86.96178490008504,-1.3595998424277214,0.3796716676503232,-3.580988412545732,0.0003422968364843586,0.02119065818775634
RORB,96.08433577061219,-1.349452477313879,0.3770214473792612,-3.5792459200773528,0.0003445870899621487,0.02119065818775634
ENTPD1,23.10884561939042,-2.0680821873904867,0.5794694841715679,-3.5689233753993066,0.00035845123442450767,0.021714092307828066
LRRC7,42.38985978666096,-1.6251082588602757,0.4554039647797417,-3.5684982664704443,0.0003590332289214534,0.021714092307828066
RGS7,82.95361155265091,-1.363774311396938,0.38259942024479066,-3.5644965445174557,0.000364555253869046,0.021867338916505562
POU6F2,28.136795367070164,-2.152512664472122,0.6042599782623767,-3.5622294077160874,0.00036771884019109324,0.02187777619933675
RHOJ,47.08920265731993,-1.5898858017572532,0.44758705291783896,-3.5521264330429587,0.0003821311978744091,0.02238592686997822
SLC1A2,1411.4520692622066,-1.43157747699604,0.4030391156789302,-3.551956674439674,0.00038237781617207945,0.02238592686997822
PBX1,132.6720872133024,-1.1299594995668498,0.31850058981139723,-3.547746960958423,0.00038854130581564934,0.022566232348880333
