,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
MT-CO3,584.5843278891555,1.3586813541705138,0.49517165391466955,2.743859313087111,0.006072155506279207,0.2991384222763437
C1GALT1,100.23294547290942,-0.9333164251012931,0.3409173229983133,-2.737662072707026,0.0061877621992009095,0.30329410173355975
ATF4,89.35294883964347,1.3451764874995125,0.4939298285010229,2.7234161815694566,0.006461060828523921,0.3150984690493701
LIMCH1,714.8749530099094,-0.7670906927124249,0.28314295138793444,-2.709199324765932,0.006744580666376219,0.3192983188642986
PBX1,235.61704124326283,-0.8142311891114068,0.30028201628742013,-2.71155495483303,0.006696843917892662,0.3192983188642986
MAP1A,71.46682079814211,1.139742541627934,0.419939526312818,2.7140635025123268,0.006646342439546868,0.3192983188642986
RP11-53O19.1,23.952297963132963,-1.5156688795963686,0.5584167619735667,-2.714225257565092,0.006643097807452874,0.3192983188642986
CARNS1,349.1898657424312,-0.8166941218879341,0.30089762376070894,-2.7141926602166064,0.006643751560542003,0.3192983188642986
ATP5EP2,31.052530961113888,1.5631598689051143,0.5766915408025612,2.7105649351639873,0.006716869502865231,0.3192983188642986
PCDH9-AS2,281.62714940001825,-1.0249582804170798,0.3795728196476367,-2.700294192214723,0.006927818524929683,0.3196016095821118
RPL37A,105.35815179761498,1.1227760156590096,0.4151805283982526,2.7043079789667113,0.006844681703523254,0.3196016095821118
EPHA7,22.90309178516793,-1.6669329813271085,0.6161646296422132,-2.705337017308252,0.006823512307626398,0.3196016095821118
SHC2,50.780968284530786,1.5336023597359891,0.567875076798878,2.7005981110862147,0.006921491913597233,0.3196016095821118
NLGN4X,60.670043870958686,-1.0783480960545486,0.39880226534736596,-2.70396682705722,0.0068517129007317195,0.3196016095821118
CHORDC1,68.3458056294182,1.4783773652062464,0.548006316713748,2.6977378181910248,0.0069812399453449475,0.3196016095821118
HIF3A,81.55731762817963,1.4714997755008434,0.5455367958164586,2.697342849804612,0.0069895266508866755,0.3196016095821118
FANK1,10.123619746727128,2.2247751552573996,0.8251650012704221,2.6961579221514977,0.00701444027212672,0.3196016095821118
SDCCAG3,37.57890396163961,1.6358472709950171,0.6076464706371741,2.692103632692342,0.00710028784678413,0.3220013717431775
TRNAU1AP,44.206709200759654,1.2427591943135263,0.4619753609367456,2.690098432508583,0.00714309462614422,0.3224359690545565
APOLD1,97.14125458586115,1.1877136088343818,0.4419810249675415,2.6872502251009664,0.007204296084906597,0.32369302548156725
RP11-160H12.2,67.03221639001158,-1.5843031465875272,0.5905455249633341,-2.6827790231513373,0.007301321659340847,0.32654067605485215
LDAH,30.26689042806069,-1.358486975885215,0.5073467064614487,-2.6776304223203646,0.00741449799246661,0.3300812064994883
NSF,76.43609534933589,-0.9937606471664879,0.37537349653649943,-2.6473916148468937,0.008111535723708773,0.33534852106028223
KLF12,34.36852448240877,-1.3534545344917066,0.5092757489382577,-2.657606487867133,0.007869772373467292,0.33534852106028223
SLC6A15,66.96442643736147,1.2617117462611256,0.47323215886635267,2.6661580846145547,0.007672360586514317,0.33534852106028223
RSRP1,195.72909555950005,-0.8578451656445188,0.3226444231187193,-2.658794338834329,0.007842081709131976,0.33534852106028223
PLOD1,40.029594664568236,1.6627780581650893,0.6287734383550869,2.6444788483989194,0.008181681999909029,0.33534852106028223
AHSA1,72.58306545879663,1.41087151359675,0.5340410204359866,2.641878544170496,0.00824476158923882,0.33534852106028223
KCNQ3,28.624041930476878,-1.423455159551144,0.5365410507409429,-2.653021903143117,0.007977469404392683,0.33534852106028223
CIRBP,360.4611269442019,-0.7998008154746484,0.3029348398113351,-2.6401744215777776,0.008286336820085716,0.33534852106028223
FIRRE,16.211420126145345,1.8466657749592317,0.6975817352374546,2.6472392863477605,0.008115190768957382,0.33534852106028223
LRSAM1,41.148796701240094,1.163742599407907,0.4380411137213352,2.6566971979443803,0.007891028494197483,0.33534852106028223
WDR5,38.86642707778091,1.24262504408275,0.4693741082799192,2.6474085855236167,0.00811112861215441,0.33534852106028223
